@relation whatever

@attribute obs_lat numeric
@attribute model_lon numeric
@attribute model_lat numeric
@attribute velocity_U numeric
@attribute velocity_V numeric
@attribute wind_U numeric
@attribute wind_V numeric


@data
0.00266 , -0.002804 , 0.006286 , 0.1860 , 0.1509 , -6.7691 , 2.6948
0.0069 , -0.000699 , 0.00906 , 0.2554 , 0.2585 , -6.7549 , 1.9345
0.0094 , -0.00218 , 0.009405 , 0.1461 , 0.2385 , -6.8067 , 1.1721
0.01011 , -0.006109 , 0.008053 , 0.0325 , 0.2201 , -6.8776 , 0.4278
0.00767 , -0.010821 , 0.006779 , -0.0838 , 0.2024 , -6.9128 , -0.3000
0.003 , -0.014639 , 0.003173 , -0.1606 , 0.0588 , -6.9513 , -1.0291
-0.00131 , -0.017017 , -0.002079 , -0.2362 , -0.0809 , -7.0016 , -1.7594
-0.00621 , -0.018577 , -0.007305 , -0.3106 , -0.2187 , -7.0242 , -2.4819
-0.01095 , -0.018056 , -0.010179 , -0.2083 , -0.2351 , -6.9515 , -3.2117
-0.01448 , -0.012629 , -0.011402 , -0.1096 , -0.2501 , -6.9458 , -3.9422
-0.01386 , -0.009269 , -0.012638 , -0.0122 , -0.2664 , -6.8102 , -4.7115
-0.01158 , -0.005007 , -0.010704 , 0.0814 , -0.1358 , -6.3361 , -4.6524
-0.00565 , -0.001453 , -0.006472 , 0.1739 , -0.0069 , -5.8681 , -4.5649
0.00162 , 0.001939 , -0.002157 , 0.2634 , 0.1246 , -5.4595 , -4.4523
0.00843 , 0.002219 , 0.0007 , 0.1690 , 0.1758 , -4.2789 , -4.4346
0.01168 , -0.000175 , 0.002407 , 0.0745 , 0.2270 , -3.0983 , -4.4169
0.01193 , -0.003287 , 0.004024 , -0.0200 , 0.2782 , -1.9178 , -4.3992
0.00815 , -0.004739 , 0.001728 , -0.1030 , 0.1464 , -0.7389 , -5.2638
0.00196 , -0.006711 , -0.003301 , -0.1889 , 0.0155 , 0.4970 , -6.1241
-0.00617 , -0.00721 , -0.008245 , -0.2751 , -0.1133 , 1.7188 , -6.9714
-0.0093 , -0.005746 , -0.011134 , -0.1926 , -0.1540 , 1.9886 , -7.0745
-0.01382 , -0.002033 , -0.012609 , -0.1104 , -0.1965 , 2.2523 , -7.1774
-0.01658 , 0.002248 , -0.014155 , -0.0299 , -0.2415 , 2.5066 , -7.2778
-0.01534 , 0.005717 , -0.01286 , 0.0776 , -0.1348 , 2.7746 , -7.3706
-0.01242 , 0.01012 , -0.009391 , 0.1795 , -0.0244 , 2.9903 , -7.4696
-0.00598 , 0.013824 , -0.005809 , 0.2789 , 0.0898 , 3.1894 , -7.5619
0.00207 , 0.013199 , -0.00347 , 0.1910 , 0.1366 , 3.3456 , -7.6574
0.00669 , 0.010539 , -0.002143 , 0.1048 , 0.1804 , 3.4560 , -7.7744
0.00753 , 0.006452 , -0.000857 , 0.0174 , 0.2239 , 3.5647 , -7.8823
0.00429 , 0.002937 , -0.003176 , -0.0745 , 0.0766 , 3.6487 , -8.0109
-0.00417 , 0.000669 , -0.008083 , -0.1662 , -0.0724 , 3.7281 , -8.1405
-0.00957 , -0.003004 , -0.012979 , -0.2582 , -0.2214 , 3.7849 , -8.2599
-0.01561 , -0.00232 , -0.015865 , -0.1939 , -0.2640 , 3.8258 , -8.3868
-0.01917 , 0.000408 , -0.017238 , -0.1282 , -0.3058 , 3.8318 , -8.4949
-0.01856 , 0.003234 , -0.018578 , -0.0574 , -0.3429 , 3.8124 , -8.6070
-0.01712 , 0.007982 , -0.016386 , 0.0659 , -0.1986 , 4.6714 , -8.4979
-0.01211 , 0.014135 , -0.011883 , 0.1929 , -0.0610 , 5.5381 , -8.4459
-0.00587 , 0.019036 , -0.007655 , 0.3184 , 0.0711 , 6.4369 , -8.4603
-0.00075 , 0.019676 , -0.004658 , 0.2353 , 0.1429 , 6.5333 , -8.6907
0.00151 , 0.015097 , -0.002333 , 0.1329 , 0.2219 , 6.6501 , -8.8964
0.00392 , 0.010946 , 3.7E-05 , 0.0248 , 0.3009 , 6.7828 , -9.0611
0.00235 , 0.006963 , -0.001972 , -0.0804 , 0.1567 , 6.1521 , -9.5215
-0.0027 , 0.001981 , -0.00714 , -0.1854 , 0.0107 , 5.5229 , -9.9929
-0.00953 , -0.002248 , -0.012282 , -0.2903 , -0.1362 , 4.8951 , -10.4482
-0.01474 , -0.001885 , -0.015495 , -0.2125 , -0.2009 , 4.7347 , -10.1929
-0.01919 , 0.000919 , -0.017308 , -0.1376 , -0.2651 , 4.5708 , -9.9216
